player_match_sk,playermatch_key,match_id,player_id,player_name,dob,batting_hand,bowling_skill,country_name,role_desc,player_team,opposit_team,season_year,is_manofthematch,age_as_on_match,isplayers_team_won,batting_status,bowling_status,player_captain,opposit_captain,player_keeper,opposit_keeper,dob_cleaned
22369,,734018,246,An Ahmed,,Right-hand Bat,Right-arm Medium-fast,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2014,,26,,Blank,Blank,V Kohli,Ms Dhoni,Pa Patel,Ms Dhoni,
22370,,734018,296,Vr Aaron,,Right-hand Bat,Right-arm Fast,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2014,,25,,Blank,Blank,V Kohli,Ms Dhoni,Pa Patel,Ms Dhoni,
22372,,734018,378,Ma Starc,,Left-hand Bat,Left-arm Fast,Australia,Player,Royal Challengers Bangalore,Chennai Super Kings,2014,,24,,Blank,Blank,V Kohli,Ms Dhoni,Pa Patel,Ms Dhoni,
22374,,734020,29,Ik Pathan,,Left-hand Bat,Left-arm Medium-fast,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2014,,30,,Blank,Blank,Djg Sammy,G Gambhir,Nv Ojha,Rv Uthappa,
22375,,734020,42,S Dhawan,,Left-hand Bat,Right-arm Offbreak,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2014,,29,,Blank,Blank,Djg Sammy,G Gambhir,Nv Ojha,Rv Uthappa,
22376,,734020,94,Dw Steyn,,Right-hand Bat,Right-arm Fast,South Africa,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2014,,31,,Blank,Blank,Djg Sammy,G Gambhir,Nv Ojha,Rv Uthappa,
22378,,734020,166,Kv Sharma,,Left-hand Bat,Legbreak Googly,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2014,,27,,Blank,Blank,Djg Sammy,G Gambhir,Nv Ojha,Rv Uthappa,
22380,,734020,187,Da Warner,,Left-hand Bat,Legbreak,Australia,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2014,,28,,Blank,Blank,Djg Sammy,G Gambhir,Nv Ojha,Rv Uthappa,
22383,,734020,354,Kl Rahul,,Right-hand Bat,N/a,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2014,,22,,Blank,Blank,Djg Sammy,G Gambhir,Nv Ojha,Rv Uthappa,
22384,,734020,362,Djg Sammy,,Right-hand Bat,Right-arm Medium-fast,West Indies,Captain,Sunrisers Hyderabad,Kolkata Knight Riders,2014,,31,,Blank,Blank,Djg Sammy,G Gambhir,Nv Ojha,Rv Uthappa,
22385,,734020,31,Yk Pathan,,Right-hand Bat,Right-arm Offbreak,India,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2014,,32,,Blank,Blank,G Gambhir,Djg Sammy,Rv Uthappa,Nv Ojha,
22393,,734020,284,Rn Ten Doeschate,,Right-hand Bat,Right-arm Medium-fast,Netherlands,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2014,,34,,Blank,Blank,G Gambhir,Djg Sammy,Rv Uthappa,Nv Ojha,
22394,,734020,308,Sa Yadav,,Right-hand Bat,Right-arm Offbreak,India,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2014,,24,,Blank,Blank,G Gambhir,Djg Sammy,Rv Uthappa,Nv Ojha,
22398,,734022,57,Rg Sharma,,Right-hand Bat,Right-arm Offbreak,India,Captain,Mumbai Indians,Rajasthan Royals,2014,,27,,Blank,Blank,Rg Sharma,Sr Watson,Ap Tare,Sv Samson,
22399,,734022,131,Pp Ojha,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Mumbai Indians,Rajasthan Royals,2014,,28,,Blank,Blank,Rg Sharma,Sr Watson,Ap Tare,Sv Samson,
22402,,734022,221,Ka Pollard,,Right-hand Bat,Right-arm Medium-fast,West Indies,Player,Mumbai Indians,Rajasthan Royals,2014,,27,,Blank,Blank,Rg Sharma,Sr Watson,Ap Tare,Sv Samson,
22404,,734022,383,Lmp Simmons,,Right-hand Bat,Right-arm Medium-fast,West Indies,Player,Mumbai Indians,Rajasthan Royals,2014,,29,,Blank,Blank,Rg Sharma,Sr Watson,Ap Tare,Sv Samson,
22407,,734022,32,Sr Watson,,Right-hand Bat,Right-arm Fast-medium,Australia,Captain,Rajasthan Royals,Mumbai Indians,2014,,33,,Blank,Blank,Sr Watson,Rg Sharma,Sv Samson,Ap Tare,
22410,,734022,104,Bj Hodge,,Right-hand Bat,Right-arm Offbreak,Australia,Player,Rajasthan Royals,Mumbai Indians,2014,,40,,Blank,Blank,Sr Watson,Rg Sharma,Sv Samson,Ap Tare,
22411,,734022,255,Str Binny,,Right-hand Bat,Right-arm Medium,India,Player,Rajasthan Royals,Mumbai Indians,2014,,30,,Blank,Blank,Sr Watson,Rg Sharma,Sv Samson,Ap Tare,
22413,,734022,309,Kk Cooper,,Right-hand Bat,Right-arm Medium,West Indies,Player,Rajasthan Royals,Mumbai Indians,2014,,25,,Blank,Blank,Sr Watson,Rg Sharma,Sv Samson,Ap Tare,
22415,,734022,314,Ankit Sharma,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Rajasthan Royals,Mumbai Indians,2014,,23,,Blank,Blank,Sr Watson,Rg Sharma,Sv Samson,Ap Tare,
22416,,734022,339,Kk Nair,,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Mumbai Indians,2014,,23,,Blank,Blank,Sr Watson,Rg Sharma,Sv Samson,Ap Tare,
22417,,734022,351,Sv Samson,,Right-hand Bat,N/a,India,Keeper,Rajasthan Royals,Mumbai Indians,2014,,20,,Blank,Blank,Sr Watson,Rg Sharma,Sv Samson,Ap Tare,
22418,,734024,87,Mk Tiwary,,Right-hand Bat,Legbreak Googly,India,Player,Delhi Daredevils,Kings Xi Punjab,2014,,29,,Blank,Blank,Kp Pietersen,Gj Bailey,Kd Karthik,Wp Saha,
22419,,734024,88,Kd Karthik,,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Kings Xi Punjab,2014,,29,,Blank,Blank,Kp Pietersen,Gj Bailey,Kd Karthik,Wp Saha,
22420,,734024,154,Jp Duminy,,Left-hand Bat,Right-arm Offbreak,South Africa,Player,Delhi Daredevils,Kings Xi Punjab,2014,,30,,Blank,Blank,Kp Pietersen,Gj Bailey,Kd Karthik,Wp Saha,
22423,,734024,237,Km Jadhav,,Right-hand Bat,Right-arm Offbreak,India,Player,Delhi Daredevils,Kings Xi Punjab,2014,,29,,Blank,Blank,Kp Pietersen,Gj Bailey,Kd Karthik,Wp Saha,
22424,,734024,260,Ma Agarwal,,Right-hand Bat,N/a,India,Player,Delhi Daredevils,Kings Xi Punjab,2014,,23,,Blank,Blank,Kp Pietersen,Gj Bailey,Kd Karthik,Wp Saha,
22425,,734024,267,Wd Parnell,,Left-hand Bat,Left-arm Medium-fast,South Africa,Player,Delhi Daredevils,Kings Xi Punjab,2014,,25,,Blank,Blank,Kp Pietersen,Gj Bailey,Kd Karthik,Wp Saha,
22426,,734024,346,Jd Unadkat,,Right-hand Bat,Left-arm Medium,India,Player,Delhi Daredevils,Kings Xi Punjab,2014,,23,,Blank,Blank,Kp Pietersen,Gj Bailey,Kd Karthik,Wp Saha,
22427,,734024,347,Mohammed Shami,,Right-hand Bat,Right-arm Fast-medium,India,Player,Delhi Daredevils,Kings Xi Punjab,2014,,24,,Blank,Blank,Kp Pietersen,Gj Bailey,Kd Karthik,Wp Saha,
22429,,734024,41,V Sehwag,,Right-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Delhi Daredevils,2014,,36,,Blank,Blank,Gj Bailey,Kp Pietersen,Wp Saha,Kd Karthik,
22431,,734024,197,Gj Bailey,,Right-hand Bat,Right-arm Medium,Australia,Captain,Kings Xi Punjab,Delhi Daredevils,2014,,32,,Blank,Blank,Gj Bailey,Kp Pietersen,Wp Saha,Kd Karthik,
22435,,734024,356,R Dhawan,,Right-hand Bat,Right-arm Medium-fast,India,Player,Kings Xi Punjab,Delhi Daredevils,2014,,24,,Blank,Blank,Gj Bailey,Kp Pietersen,Wp Saha,Kd Karthik,
22436,,734024,367,Sandeep Sharma,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Delhi Daredevils,2014,,21,,Blank,Blank,Gj Bailey,Kp Pietersen,Wp Saha,Kd Karthik,
22439,,734024,387,Be Hendricks,,Left-hand Bat,Left-arm Fast-medium,South Africa,Player,Kings Xi Punjab,Delhi Daredevils,2014,,24,,Blank,Blank,Gj Bailey,Kp Pietersen,Wp Saha,Kd Karthik,
22440,,734026,29,Ik Pathan,,Left-hand Bat,Left-arm Medium-fast,India,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2014,,30,,Blank,Blank,Djg Sammy,V Kohli,Nv Ojha,Pa Patel,
22446,,734026,187,Da Warner,,Left-hand Bat,Legbreak,Australia,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2014,,28,,Blank,Blank,Djg Sammy,V Kohli,Nv Ojha,Pa Patel,
22450,,734026,366,Parvez Rasool,,Right-hand Bat,Right-arm Offbreak,India,Player,Sunrisers Hyderabad,Royal Challengers Bangalore,2014,,25,,Blank,Blank,Djg Sammy,V Kohli,Nv Ojha,Pa Patel,
22456,,734026,162,Ch Gayle,,Left-hand Bat,Right-arm Offbreak,West Indies,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2014,,35,,Blank,Blank,V Kohli,Djg Sammy,Pa Patel,Nv Ojha,
22457,,734026,246,An Ahmed,,Right-hand Bat,Right-arm Medium-fast,India,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2014,,26,,Blank,Blank,V Kohli,Djg Sammy,Pa Patel,Nv Ojha,
22458,,734026,296,Vr Aaron,,Right-hand Bat,Right-arm Fast,India,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2014,,25,,Blank,Blank,V Kohli,Djg Sammy,Pa Patel,Nv Ojha,
22459,,734026,301,S Rana,,Right-hand Bat,Right-arm Medium-fast,India,Player,Royal Challengers Bangalore,Sunrisers Hyderabad,2014,,30,,Blank,Blank,V Kohli,Djg Sammy,Pa Patel,Nv Ojha,
22462,,734028,2,Bb Mccullum,,Right-hand Bat,Right-arm Medium,New Zealand,Player,Chennai Super Kings,Kolkata Knight Riders,2014,,33,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Rv Uthappa,
22463,,734028,20,Ms Dhoni,,Right-hand Bat,Right-arm Medium,India,Captainkeeper,Chennai Super Kings,Kolkata Knight Riders,2014,,33,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Rv Uthappa,
22464,,734028,21,Sk Raina,,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Kolkata Knight Riders,2014,,28,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Rv Uthappa,
22466,,734028,147,Dr Smith,,Right-hand Bat,Right-arm Medium,West Indies,Player,Chennai Super Kings,Kolkata Knight Riders,2014,,31,,Blank,Blank,Ms Dhoni,G Gambhir,Ms Dhoni,Rv Uthappa,
22474,,734028,40,G Gambhir,,Left-hand Bat,Legbreak,India,Captain,Kolkata Knight Riders,Chennai Super Kings,2014,,33,,Blank,Blank,G Gambhir,Ms Dhoni,Rv Uthappa,Ms Dhoni,
22475,,734028,46,Rv Uthappa,,Right-hand Bat,Right-arm Medium,India,Keeper,Kolkata Knight Riders,Chennai Super Kings,2014,,29,,Blank,Blank,G Gambhir,Ms Dhoni,Rv Uthappa,Ms Dhoni,
22476,,734028,67,Pp Chawla,,Left-hand Bat,Legbreak,India,Player,Kolkata Knight Riders,Chennai Super Kings,2014,,26,,Blank,Blank,G Gambhir,Ms Dhoni,Rv Uthappa,Ms Dhoni,
22479,,734028,276,Shakib Al Hasan,,Left-hand Bat,Slow Left-arm Orthodox,Bangladesh,Player,Kolkata Knight Riders,Chennai Super Kings,2014,,27,,Blank,Blank,G Gambhir,Ms Dhoni,Rv Uthappa,Ms Dhoni,
22480,,734028,284,Rn Ten Doeschate,,Right-hand Bat,Right-arm Medium-fast,Netherlands,Player,Kolkata Knight Riders,Chennai Super Kings,2014,,34,,Blank,Blank,G Gambhir,Ms Dhoni,Rv Uthappa,Ms Dhoni,
22482,,734028,315,Sp Narine,,Left-hand Bat,Right-arm Offbreak,West Indies,Player,Kolkata Knight Riders,Chennai Super Kings,2014,,26,,Blank,Blank,G Gambhir,Ms Dhoni,Rv Uthappa,Ms Dhoni,
22486,,734030,57,Rg Sharma,,Right-hand Bat,Right-arm Offbreak,India,Captain,Mumbai Indians,Kings Xi Punjab,2014,,27,,Blank,Blank,Rg Sharma,Gj Bailey,Ap Tare,Wp Saha,
22493,,734030,388,S Gopal,,Right-hand Bat,Legbreak,India,Player,Mumbai Indians,Kings Xi Punjab,2014,,21,,Blank,Blank,Rg Sharma,Gj Bailey,Ap Tare,Wp Saha,
22494,,734030,456,K Santokie,,Left-hand Bat,Left-arm Medium,West Indies,Player,Mumbai Indians,Kings Xi Punjab,2014,,30,,Blank,Blank,Rg Sharma,Gj Bailey,Ap Tare,Wp Saha,
22496,,734030,62,Wp Saha,,Right-hand Bat,N/a,India,Keeper,Kings Xi Punjab,Mumbai Indians,2014,,30,,Blank,Blank,Gj Bailey,Rg Sharma,Wp Saha,Ap Tare,
22497,,734030,100,Se Marsh,,Left-hand Bat,Slow Left-arm Orthodox,Australia,Player,Kings Xi Punjab,Mumbai Indians,2014,,31,,Blank,Blank,Gj Bailey,Rg Sharma,Wp Saha,Ap Tare,
22501,,734030,356,R Dhawan,,Right-hand Bat,Right-arm Medium-fast,India,Player,Kings Xi Punjab,Mumbai Indians,2014,,24,,Blank,Blank,Gj Bailey,Rg Sharma,Wp Saha,Ap Tare,
22503,,734030,374,Ar Patel,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kings Xi Punjab,Mumbai Indians,2014,,20,,Blank,Blank,Gj Bailey,Rg Sharma,Wp Saha,Ap Tare,
22504,,734030,381,Shivam Sharma,,Right-hand Bat,Right-arm Offbreak,India,Player,Kings Xi Punjab,Mumbai Indians,2014,,21,,Blank,Blank,Gj Bailey,Rg Sharma,Wp Saha,Ap Tare,
22505,,734030,387,Be Hendricks,,Left-hand Bat,Left-arm Fast-medium,South Africa,Player,Kings Xi Punjab,Mumbai Indians,2014,,24,,Blank,Blank,Gj Bailey,Rg Sharma,Wp Saha,Ap Tare,
22506,,734032,31,Yk Pathan,,Right-hand Bat,Right-arm Offbreak,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2014,,32,,Blank,Blank,G Gambhir,V Kohli,Rv Uthappa,Yv Takawale,
22507,,734032,40,G Gambhir,,Left-hand Bat,Legbreak,India,Captain,Kolkata Knight Riders,Royal Challengers Bangalore,2014,,33,,Blank,Blank,G Gambhir,V Kohli,Rv Uthappa,Yv Takawale,
22508,,734032,46,Rv Uthappa,,Right-hand Bat,Right-arm Medium,India,Keeper,Kolkata Knight Riders,Royal Challengers Bangalore,2014,,29,,Blank,Blank,G Gambhir,V Kohli,Rv Uthappa,Yv Takawale,
22509,,734032,81,R Vinay Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2014,,30,,Blank,Blank,G Gambhir,V Kohli,Rv Uthappa,Yv Takawale,
22511,,734032,190,M Morkel,,Left-hand Bat,Right-arm Fast,South Africa,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2014,,30,,Blank,Blank,G Gambhir,V Kohli,Rv Uthappa,Yv Takawale,
22513,,734032,276,Shakib Al Hasan,,Left-hand Bat,Slow Left-arm Orthodox,Bangladesh,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2014,,27,,Blank,Blank,G Gambhir,V Kohli,Rv Uthappa,Yv Takawale,
22516,,734032,315,Sp Narine,,Left-hand Bat,Right-arm Offbreak,West Indies,Player,Kolkata Knight Riders,Royal Challengers Bangalore,2014,,26,,Blank,Blank,G Gambhir,V Kohli,Rv Uthappa,Yv Takawale,
22517,,734032,8,V Kohli,,Right-hand Bat,Right-arm Medium,India,Captain,Royal Challengers Bangalore,Kolkata Knight Riders,2014,,26,,Blank,Blank,V Kohli,G Gambhir,Yv Takawale,Rv Uthappa,
22518,,734032,27,Yuvraj Singh,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2014,,33,,Blank,Blank,V Kohli,G Gambhir,Yv Takawale,Rv Uthappa,
22520,,734032,110,Ab De Villiers,,Right-hand Bat,Right-arm Medium,South Africa,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2014,,30,,Blank,Blank,V Kohli,G Gambhir,Yv Takawale,Rv Uthappa,
22523,,734032,162,Ch Gayle,,Left-hand Bat,Right-arm Offbreak,West Indies,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2014,,35,,Blank,Blank,V Kohli,G Gambhir,Yv Takawale,Rv Uthappa,
22524,,734032,246,An Ahmed,,Right-hand Bat,Right-arm Medium-fast,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2014,,26,,Blank,Blank,V Kohli,G Gambhir,Yv Takawale,Rv Uthappa,
22525,,734032,301,S Rana,,Right-hand Bat,Right-arm Medium-fast,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2014,,30,,Blank,Blank,V Kohli,G Gambhir,Yv Takawale,Rv Uthappa,
22526,,734032,378,Ma Starc,,Left-hand Bat,Left-arm Fast,Australia,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2014,,24,,Blank,Blank,V Kohli,G Gambhir,Yv Takawale,Rv Uthappa,
22527,,734032,382,Ys Chahal,,Right-hand Bat,Legbreak Googly,India,Player,Royal Challengers Bangalore,Kolkata Knight Riders,2014,,24,,Blank,Blank,V Kohli,G Gambhir,Yv Takawale,Rv Uthappa,
22528,,734034,4,Dj Hussey,,Right-hand Bat,Right-arm Offbreak,Australia,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,37,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22529,,734034,20,Ms Dhoni,,Right-hand Bat,Right-arm Medium,India,Captainkeeper,Chennai Super Kings,Sunrisers Hyderabad,2014,,33,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22530,,734034,21,Sk Raina,,Left-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,28,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22531,,734034,35,Ra Jadeja,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,26,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22532,,734034,147,Dr Smith,,Right-hand Bat,Right-arm Medium,West Indies,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,31,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22533,,734034,171,M Manhas,,Right-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,35,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22534,,734034,201,R Ashwin,,Right-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,28,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22536,,734034,322,P Negi,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,21,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22537,,734034,364,Mm Sharma,,Right-hand Bat,Right-arm Medium,India,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,26,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22538,,734034,457,Jw Hastings,,Right-hand Bat,Right-arm Fast-medium,Australia,Player,Chennai Super Kings,Sunrisers Hyderabad,2014,,29,,Blank,Blank,Ms Dhoni,Djg Sammy,Ms Dhoni,Nv Ojha,
22540,,734034,42,S Dhawan,,Left-hand Bat,Right-arm Offbreak,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2014,,29,,Blank,Blank,Djg Sammy,Ms Dhoni,Nv Ojha,Ms Dhoni,
22543,,734034,166,Kv Sharma,,Left-hand Bat,Legbreak Googly,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2014,,27,,Blank,Blank,Djg Sammy,Ms Dhoni,Nv Ojha,Ms Dhoni,
22544,,734034,183,Nv Ojha,,Right-hand Bat,N/a,India,Keeper,Sunrisers Hyderabad,Chennai Super Kings,2014,,31,,Blank,Blank,Djg Sammy,Ms Dhoni,Nv Ojha,Ms Dhoni,
22545,,734034,187,Da Warner,,Left-hand Bat,Legbreak,Australia,Player,Sunrisers Hyderabad,Chennai Super Kings,2014,,28,,Blank,Blank,Djg Sammy,Ms Dhoni,Nv Ojha,Ms Dhoni,
22546,,734034,254,Aj Finch,,Right-hand Bat,Slow Left-arm Orthodox,Australia,Player,Sunrisers Hyderabad,Chennai Super Kings,2014,,28,,Blank,Blank,Djg Sammy,Ms Dhoni,Nv Ojha,Ms Dhoni,
22547,,734034,299,B Kumar,,Right-hand Bat,Right-arm Medium,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2014,,24,,Blank,Blank,Djg Sammy,Ms Dhoni,Nv Ojha,Ms Dhoni,
22548,,734034,362,Djg Sammy,,Right-hand Bat,Right-arm Medium-fast,West Indies,Captain,Sunrisers Hyderabad,Chennai Super Kings,2014,,31,,Blank,Blank,Djg Sammy,Ms Dhoni,Nv Ojha,Ms Dhoni,
22549,,734034,366,Parvez Rasool,,Right-hand Bat,Right-arm Offbreak,India,Player,Sunrisers Hyderabad,Chennai Super Kings,2014,,25,,Blank,Blank,Djg Sammy,Ms Dhoni,Nv Ojha,Ms Dhoni,
22551,,734036,50,Harbhajan Singh,,Right-hand Bat,Right-arm Offbreak,India,Player,Mumbai Indians,Delhi Daredevils,2014,,34,,Blank,Blank,Rg Sharma,Kp Pietersen,Ap Tare,Kd Karthik,
22552,,734036,57,Rg Sharma,,Right-hand Bat,Right-arm Offbreak,India,Captain,Mumbai Indians,Delhi Daredevils,2014,,27,,Blank,Blank,Rg Sharma,Kp Pietersen,Ap Tare,Kd Karthik,
22553,,734036,131,Pp Ojha,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Mumbai Indians,Delhi Daredevils,2014,,28,,Blank,Blank,Rg Sharma,Kp Pietersen,Ap Tare,Kd Karthik,
22554,,734036,207,Ap Tare,,Right-hand Bat,N/a,India,Keeper,Mumbai Indians,Delhi Daredevils,2014,,27,,Blank,Blank,Rg Sharma,Kp Pietersen,Ap Tare,Kd Karthik,
22556,,734036,221,Ka Pollard,,Right-hand Bat,Right-arm Medium-fast,West Indies,Player,Mumbai Indians,Delhi Daredevils,2014,,27,,Blank,Blank,Rg Sharma,Kp Pietersen,Ap Tare,Kd Karthik,
22557,,734036,375,Jj Bumrah,,Right-hand Bat,Right-arm Medium,India,Player,Mumbai Indians,Delhi Daredevils,2014,,21,,Blank,Blank,Rg Sharma,Kp Pietersen,Ap Tare,Kd Karthik,
22559,,734036,388,S Gopal,,Right-hand Bat,Legbreak,India,Player,Mumbai Indians,Delhi Daredevils,2014,,21,,Blank,Blank,Rg Sharma,Kp Pietersen,Ap Tare,Kd Karthik,
22561,,734036,87,Mk Tiwary,,Right-hand Bat,Legbreak Googly,India,Player,Delhi Daredevils,Mumbai Indians,2014,,29,,Blank,Blank,Kp Pietersen,Rg Sharma,Kd Karthik,Ap Tare,
22562,,734036,88,Kd Karthik,,Right-hand Bat,N/a,India,Keeper,Delhi Daredevils,Mumbai Indians,2014,,29,,Blank,Blank,Kp Pietersen,Rg Sharma,Kd Karthik,Ap Tare,
22566,,734036,237,Km Jadhav,,Right-hand Bat,Right-arm Offbreak,India,Player,Delhi Daredevils,Mumbai Indians,2014,,29,,Blank,Blank,Kp Pietersen,Rg Sharma,Kd Karthik,Ap Tare,
22567,,734036,267,Wd Parnell,,Left-hand Bat,Left-arm Medium-fast,South Africa,Player,Delhi Daredevils,Mumbai Indians,2014,,25,,Blank,Blank,Kp Pietersen,Rg Sharma,Kd Karthik,Ap Tare,
22569,,734036,346,Jd Unadkat,,Right-hand Bat,Left-arm Medium,India,Player,Delhi Daredevils,Mumbai Indians,2014,,23,,Blank,Blank,Kp Pietersen,Rg Sharma,Kd Karthik,Ap Tare,
22571,,734036,386,Imran Tahir,,Right-hand Bat,Legbreak Googly,India,Player,Delhi Daredevils,Mumbai Indians,2014,,35,,Blank,Blank,Kp Pietersen,Rg Sharma,Kd Karthik,Ap Tare,
22572,,734038,32,Sr Watson,,Right-hand Bat,Right-arm Fast-medium,Australia,Captain,Rajasthan Royals,Kings Xi Punjab,2014,,33,,Blank,Blank,Sr Watson,Gj Bailey,Sv Samson,Wp Saha,
22573,,734038,85,Am Rahane,,Right-hand Bat,Right-arm Medium,India,Player,Rajasthan Royals,Kings Xi Punjab,2014,,26,,Blank,Blank,Sr Watson,Gj Bailey,Sv Samson,Wp Saha,
22575,,734038,243,Vs Malik,,Right-hand Bat,Right-arm Medium,India,Player,Rajasthan Royals,Kings Xi Punjab,2014,,31,,Blank,Blank,Sr Watson,Gj Bailey,Sv Samson,Wp Saha,
22577,,734038,309,Kk Cooper,,Right-hand Bat,Right-arm Medium,West Indies,Player,Rajasthan Royals,Kings Xi Punjab,2014,,25,,Blank,Blank,Sr Watson,Gj Bailey,Sv Samson,Wp Saha,
22578,,734038,310,Jp Faulkner,,Right-hand Bat,Left-arm Fast-medium,Australia,Player,Rajasthan Royals,Kings Xi Punjab,2014,,24,,Blank,Blank,Sr Watson,Gj Bailey,Sv Samson,Wp Saha,
22579,,734038,339,Kk Nair,,Right-hand Bat,Right-arm Offbreak,India,Player,Rajasthan Royals,Kings Xi Punjab,2014,,23,,Blank,Blank,Sr Watson,Gj Bailey,Sv Samson,Wp Saha,
22585,,734038,100,Se Marsh,,Left-hand Bat,Slow Left-arm Orthodox,Australia,Player,Kings Xi Punjab,Rajasthan Royals,2014,,31,,Blank,Blank,Gj Bailey,Sr Watson,Wp Saha,Sv Samson,
22589,,734038,345,M Vohra,,Right-hand Bat,Right-arm Medium,India,Player,Kings Xi Punjab,Rajasthan Royals,2014,,21,,Blank,Blank,Gj Bailey,Sr Watson,Wp Saha,Sv Samson,
22590,,734038,356,R Dhawan,,Right-hand Bat,Right-arm Medium-fast,India,Player,Kings Xi Punjab,Rajasthan Royals,2014,,24,,Blank,Blank,Gj Bailey,Sr Watson,Wp Saha,Sv Samson,
22591,,734038,374,Ar Patel,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Kings Xi Punjab,Rajasthan Royals,2014,,20,,Blank,Blank,Gj Bailey,Sr Watson,Wp Saha,Sv Samson,
22593,,734038,392,Karanveer Singh,,Right-hand Bat,Legbreak Googly,India,Player,Kings Xi Punjab,Rajasthan Royals,2014,,27,,Blank,Blank,Gj Bailey,Sr Watson,Wp Saha,Sv Samson,
22597,,734040,35,Ra Jadeja,,Left-hand Bat,Slow Left-arm Orthodox,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2014,,26,,Blank,Blank,Ms Dhoni,V Kohli,Ms Dhoni,Yv Takawale,
22598,,734040,73,A Nehra,,Right-hand Bat,Left-arm Medium-fast,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2014,,35,,Blank,Blank,Ms Dhoni,V Kohli,Ms Dhoni,Yv Takawale,
22600,,734040,171,M Manhas,,Right-hand Bat,Right-arm Offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2014,,35,,Blank,Blank,Ms Dhoni,V Kohli,Ms Dhoni,Yv Takawale,
